@relation PL
@ATTRIBUTE HomeValue NUMERIC
@ATTRIBUTE AwayValue NUMERIC
@ATTRIBUTE HomePtsSeas NUMERIC
@ATTRIBUTE AwayPtsSeas NUMERIC
@ATTRIBUTE HomePtsLast NUMERIC
@ATTRIBUTE AwayPtsLast NUMERIC
@ATTRIBUTE HomePtsHome NUMERIC
@ATTRIBUTE AwayPtsAway NUMERIC
@ATTRIBUTE HomeGoalsSeas NUMERIC
@ATTRIBUTE AwayGoalsSeas NUMERIC
@ATTRIBUTE HomeGoalsLast NUMERIC
@ATTRIBUTE AwayGoalsLast NUMERIC
@ATTRIBUTE HomeGoalsHome NUMERIC
@ATTRIBUTE AwayGoalsAway NUMERIC
@ATTRIBUTE HomeGoalsConcSeas NUMERIC
@ATTRIBUTE AwayGoalsConcSeas NUMERIC
@ATTRIBUTE HomeGoalsConcLast NUMERIC
@ATTRIBUTE AwayGoalsConcLast NUMERIC
@ATTRIBUTE HomeGoalsConcHome NUMERIC
@ATTRIBUTE AwayGoalsConcAway NUMERIC
@ATTRIBUTE HomeTotalShots NUMERIC
@ATTRIBUTE AwayTotalShots NUMERIC
@ATTRIBUTE HomeShotsTarget NUMERIC
@ATTRIBUTE AwayShotsTarget NUMERIC
@ATTRIBUTE HomeTotalShotsAgst NUMERIC
@ATTRIBUTE AwayTotalShotsAgst NUMERIC
@ATTRIBUTE HomeShotsTargetAgst NUMERIC
@ATTRIBUTE AwayShotsTargetAgst NUMERIC
@ATTRIBUTE HomePossession NUMERIC
@ATTRIBUTE AwayPossession NUMERIC
@ATTRIBUTE HomeFouls NUMERIC
@ATTRIBUTE AwayFouls NUMERIC
@ATTRIBUTE Winner {D, H, A}
@data
0.51,0.82,1.15,1.65,1.67,0.67,1.5,1.6,0.9,0.9,2,0.67,1,1.1,1.6,0.85,1,1.67,1.2,1.1,8.77,9.81,2.81,3.28,11.58,16.08,4.65,4.15,45.81,42.27,11.08,9.5,D
5.97,1.52,2.1,1,2.33,1.33,2.2,0.6,1.7,1.15,1,1.33,1.6,1,0.7,2.05,0,1.67,0.7,2.2,16.19,10.85,6.15,3.69,10.23,13.92,3,5.38,56.46,42.73,9.58,10.5,H
1.22,2.95,0.85,1.35,0.33,1.67,0.9,0.8,0.9,1.2,1,1,1.2,0.7,1.55,1.5,3.67,0.33,1.6,1.7,11.73,9.19,4.19,3.04,14.38,14.73,4.46,5.08,47.42,44.81,8.85,12.5,H
4.63,2.37,1.90,1,3,1.33,2.1,0.64,1.95,1.14,3.33,2.33,2.1,1.09,0.95,1.86,0.67,2.33,0.8,2.18,17.58,9.62,5.77,3.54,8.69,15,3,4.54,61.77,44.96,10.62,9.77,D
5.74,5.97,1.81,2.14,1.67,2.33,2.5,2,1.81,1.86,2.33,2.33,2.5,1.8,1.24,0.67,2,0,1,0.7,16.65,16.19,6.52,6.15,10.38,10.23,3.54,3,62.73,56.46,10.27,9.58,D
6.4,1.27,2.81,1.19,2.33,1,2.8,1.3,2.9,1.43,1.67,1,3.6,1.6,0.57,1.76,0,1.33,0.7,1.4,17.96,11.81,7.42,3.28,6.62,11.58,2.35,4.54,72.04,49.85,8.81,11.96,H
2.37,1.05,0.9,0.76,1.33,0.67,1.22,0.6,1.1,0.71,2.67,0.67,1.11,0.5,1.9,1.33,2,1.33,1.56,1.3,9.62,10.12,3.54,3.08,15,13.35,4.54,4.12,44.96,39.81,9.77,11.62,H
1.47,4.63,0.76,1.85,1.33,2,0.8,1.6,0.62,1.95,1,3,0.6,1.8,1.52,1,2.33,2,1.5,1.2,8.23,17.58,2.46,5.77,14.27,8.69,5.19,3,45.08,61.77,10.19,10.62,A
2.39,1.72,0.95,0.90,0.67,0.67,1.18,0.6,0.95,0.86,1,1,1.18,0.4,1.43,1.52,2,1.33,1.36,1.4,12.35,13.04,3.38,3.77,13.38,11.85,4.76,4.77,53.46,45.62,11,11.31,A
2.95,5.58,1.29,2.10,0.67,1,1.9,1.8,1.19,2.05,0.33,1.33,1.7,1.9,1.52,0.76,0.67,1.33,1.3,1.1,9.19,14.19,3.04,4.96,14.73,11.81,5.08,4.2,44.81,54.04,12.5,11.38,A
1.52,1.4,0.95,0.90,1.33,1.33,1.4,0.8,1.1,0.9,1.33,1,1.3,1,2.19,1.43,2.33,1,1.9,1.7,10.85,12.04,3.69,4.23,13.92,13.62,5.38,4.5,42.73,41.08,10.5,10.96,A
2.11,0.51,1.29,1.14,0.33,1,1.4,0.8,1.48,0.86,1.33,0.67,1.3,0.8,1.52,1.52,2,0.67,1.4,2,10.38,8.77,3.54,2.81,13.73,11.58,4.35,4.65,46,45.81,9.5,11.08,H
0.82,4.57,1.62,1.95,0.67,2.33,1.7,1.8,0.86,2.29,0.67,3.33,0.7,2.7,0.81,1.14,1.67,1.33,0.6,2,9.81,17.42,3.28,6.35,16.08,7.81,4.15,3.04,42.27,58.85,9.5,9.73,A
0.61,1.22,1.05,0.95,1.33,1.33,1.4,0.8,0.71,0.95,0.33,1.67,1,0.6,1.19,1.52,0.67,2.67,1.2,1.5,9.77,11.73,2.81,4.19,14.69,14.38,4.76,4.46,45.23,47.42,10.69,8.85,D
5.58,1.52,2.14,0.91,1.67,0.33,2.36,0.55,2.05,1.05,1.33,0.33,2.18,0.91,0.73,2.14,0.67,2.33,0.45,2.45,14.19,10.85,4.96,3.69,11.81,13.92,4.2,5.38,54.04,42.73,11.38,10.5,H
4.57,6.4,2,2.82,3,2.33,2.09,2.82,2.27,2.91,3,1.33,1.91,2.27,1.14,0.59,0.67,0.33,0.36,0.45,17.42,17.96,6.35,7.42,7.81,6.62,3.04,2.35,58.85,72.04,9.73,8.81,H
1.22,5.74,0.95,1.77,1.67,1.67,1.09,1.18,1,1.82,2.33,2,1.27,1.18,1.55,1.27,2,1.67,1.55,1.45,11.73,16.65,4.19,6.52,14.38,10.38,4.46,3.54,47.42,62.73,8.85,10.27,H
4.63,2.95,1.86,1.23,2.33,0.33,2,0.73,1.91,1.14,2.67,0.33,2,0.73,0.95,1.55,1,1.33,0.82,1.73,17.58,9.19,5.77,3.04,8.69,14.73,3,5.08,61.77,44.81,10.62,12.5,H
1.05,0.61,0.73,1.05,0.67,0.67,0.91,0.73,0.73,0.77,0.67,0.67,0.91,0.45,1.36,1.23,1,1.33,1.36,1.18,10.12,9.77,3.08,2.81,13.35,14.69,4.12,4.76,39.81,45.23,11.62,10.69,H
1.27,2.39,1.14,0.91,1,0.33,1.09,0.7,1.41,0.95,1.33,1,1.27,0.7,1.82,1.45,2,2.33,2.09,1.5,11.81,12.35,3.28,3.38,11.58,13.38,4.54,4.76,49.85,53.46,11.96,11,D
1.4,1.47,1,0.73,1.33,1,1,0.73,0.91,0.59,0.33,0.67,0.82,0.64,1.36,1.55,0.33,2.67,1.18,1.55,12.04,8.23,4.23,2.46,13.62,14.27,4.5,5.19,41.08,45.08,10.96,10.19,D
0.51,2.37,1.09,1,0.67,1.67,1.45,0.67,0.82,1.14,0.33,2,0.91,1.08,1.59,1.82,1.33,1.67,1.09,2.08,8.77,9.62,2.81,3.54,11.58,15,4.65,4.54,45.81,44.96,11.08,9.77,A
1.72,0.82,1,1.55,1.33,0.67,1.18,1.55,0.91,0.86,1.33,1,1.27,1,1.5,0.86,1.33,1.33,1.64,1,13.04,9.81,3.77,3.28,11.85,16.08,4.77,4.15,45.62,42.27,11.31,9.5,H
5.97,2.11,2.09,1.36,2.33,1,2.27,1.18,1.86,1.55,3,1.67,1.91,1.64,0.73,1.45,0.67,1.33,0.64,1.64,16.19,10.38,6.15,3.54,10.23,13.73,3,4.35,56.46,46,9.58,9.5,D
1.47,4.57,0.74,2.04,1.33,3,0.73,1.91,0.61,2.35,1,2.67,0.55,2.64,1.52,1.22,1.33,1.67,1.55,1.91,8.23,17.42,2.46,6.35,14.27,7.81,5.19,3.04,45.08,58.85,10.19,9.73,H
2.39,4.63,0.91,1.91,0.67,2.33,1.08,1.73,1,2,1,2.33,1.17,1.82,1.48,0.91,1.33,0.33,1.42,1.09,12.35,17.58,3.38,5.77,13.38,8.69,4.76,3,53.46,61.77,11,10.62,D
6.4,1.4,2.70,1,1.33,1.67,2.82,1,2.91,0.91,2,0.67,3.55,1,0.74,1.35,1.67,0.33,0.73,1.55,17.96,12.04,7.42,4.23,6.62,13.62,2.35,4.5,72.04,41.08,8.81,10.96,H
2.37,1.22,1.09,1.04,2.33,2.33,1.4,0.82,1.26,1.04,2.33,2,1.2,0.73,1.78,1.52,1,1.33,1.5,1.55,9.62,11.73,3.54,4.19,15,14.38,4.54,4.46,44.96,47.42,9.77,8.85,D
1.52,0.51,0.87,1.04,0,0.33,1.27,0.73,1,0.83,0,0.33,1.18,0.73,2.17,1.7,3,2.33,1.82,2.09,10.85,8.77,3.69,2.81,13.92,11.58,5.38,4.65,42.73,45.81,10.5,11.08,H
2.11,1.27,1.35,1.13,1.33,0.33,1.55,1.18,1.48,1.43,1.33,1.33,1.45,1.55,1.39,1.83,0.67,2.33,1.27,1.55,10.38,11.81,3.54,3.28,13.73,11.58,4.35,4.54,46,49.85,9.5,11.96,H
2.95,1.05,1.17,0.83,0,1.33,1.73,0.55,1.09,0.78,0.33,1.33,1.55,0.55,1.65,1.3,2.67,1,1.36,1.36,9.19,10.12,3.04,3.08,14.73,13.35,5.08,4.12,44.81,39.81,12.5,11.62,D
0.82,5.58,1.48,2.17,0.33,2.33,1.55,1.91,0.83,2.09,0.33,1.67,0.73,1.91,0.87,0.7,1,0,0.73,1,9.81,14.19,3.28,4.96,16.08,11.81,4.15,4.2,42.27,54.04,9.5,11.38,A
5.74,1.72,1.70,1.09,0.67,2.33,2.36,0.82,1.78,0.91,1.33,1,2.45,0.55,1.3,1.43,1.67,0.33,1.09,1.36,16.65,13.04,6.52,3.77,10.38,11.85,3.54,4.77,62.73,45.62,10.27,11.31,H
0.61,5.97,1,2.04,0.67,1.67,1.36,1.91,0.74,1.78,0.67,2.33,1.09,1.82,1.26,0.7,1.33,0.67,1.27,0.82,9.77,16.19,2.81,6.15,14.69,10.23,4.76,3,45.23,56.46,10.69,9.58,A
1.47,5.74,0.83,1.75,1.33,1.33,0.92,1.08,0.62,1.88,0.67,2.33,0.58,1.17,1.46,1.29,1,1.67,1.42,1.5,8.23,16.65,2.46,6.52,14.27,10.38,5.19,3.54,45.08,62.73,10.19,10.27,H
2.37,1.72,1.08,1.04,1.67,2,1.36,0.75,1.25,0.92,2,1.33,1.18,0.58,1.75,1.54,1,1.67,1.45,1.58,9.62,13.04,3.54,3.77,15,11.85,4.54,4.77,44.96,45.62,9.77,11.31,D
0.51,4.57,1,1.96,0,2,1.33,1.75,0.79,2.25,0.33,2,0.92,2.42,1.71,1.21,3,1.67,1.33,1.83,8.77,17.42,2.81,6.35,11.58,7.81,4.65,3.04,45.81,58.85,11.08,9.73,A
5.97,1.22,2.08,1.04,1.67,1.67,2.17,0.83,1.88,1.04,2,1.67,1.75,0.75,0.67,1.5,0.67,1.33,0.58,1.5,16.19,11.73,6.15,4.19,10.23,14.38,3,4.46,56.46,47.42,9.58,8.85,A
2.95,2.11,1.17,1.42,0.33,2.33,1.67,1.17,1.08,1.5,0.33,1.67,1.5,1.5,1.62,1.33,2.33,0,1.33,1.5,9.19,10.38,3.04,3.54,14.73,13.73,5.08,4.35,44.81,46,12.5,9.5,H
1.4,0.82,0.96,1.42,1.33,0,1,1.42,0.92,0.79,1,0.33,0.83,0.92,1.42,0.88,1.33,1.33,1.17,1,12.04,9.81,4.23,3.28,13.62,16.08,4.5,4.15,41.08,42.27,10.96,9.5,D
2.39,0.61,0.92,0.96,0.67,0.33,1.08,0.67,1,0.71,1.33,0.67,1.15,0.42,1.46,1.38,1.67,2.67,1.38,1.25,12.35,9.77,3.38,2.81,13.38,14.69,4.76,4.76,53.46,45.23,11,10.69,D
6.4,1.05,2.71,0.83,2,1.33,2.83,0.58,2.92,0.79,3,1.33,3.5,0.58,0.75,1.29,2,1,0.75,1.33,17.96,10.12,7.42,3.08,6.62,13.35,2.35,4.12,72.04,39.81,8.81,11.62,H
1.52,1.27,0.96,1.08,1,0.33,1.42,1.08,1.04,1.38,0.67,1,1.25,1.42,2.08,1.83,1.33,2.33,1.67,1.58,10.85,11.81,3.69,3.28,13.92,11.58,5.38,4.54,42.73,49.85,10.5,11.96,D
4.63,5.58,1.88,2.21,1.67,3,2.08,2,1.96,2.04,2,2,2.17,1.83,0.92,0.67,0.67,0,0.75,0.92,17.58,14.19,5.77,4.96,8.69,11.81,3,4.2,61.77,54.04,10.62,11.38,H
1.27,5.97,1.08,2,0.67,1.33,1.08,2,1.32,1.8,0.67,1.33,1.33,2,1.76,0.76,1.33,1,2.08,0.75,11.81,16.19,3.28,6.15,11.58,10.23,4.54,3,49.85,56.46,11.96,9.58,H
1.72,1.4,1.04,0.96,1.33,0.67,1.33,0.92,0.92,0.92,1,1,1.25,1,1.52,1.4,1.67,1.67,1.5,1.67,13.04,12.04,3.77,4.23,11.85,13.62,4.77,4.5,45.62,41.08,11.31,10.96,D
4.57,4.63,2,1.92,2,2.33,2.17,1.67,2.28,1.96,2.33,2.33,2.08,1.75,1.16,0.88,1.33,0.33,0.58,1.08,17.42,17.58,6.35,5.77,7.81,8.69,3.04,3,58.85,61.77,9.73,10.62,D
0.82,6.4,1.4,2.72,0.33,2,1.42,2.58,0.8,2.92,0.33,3,0.67,2.33,0.88,0.72,1,1.67,0.75,0.75,9.81,17.96,3.28,7.42,16.08,6.62,4.15,2.35,42.27,72.04,9.5,8.81,D
1.22,1.52,1.12,0.96,2.33,1.33,1.25,0.5,1.12,1,2,0.67,1.33,0.83,1.44,2,0.67,1,1.5,2.5,11.73,10.85,4.19,3.69,14.38,13.92,4.46,5.38,47.42,42.73,8.85,10.5,H
0.61,2.37,0.96,1.08,0.33,1.67,1.25,0.85,0.72,1.24,0.33,2,1,1.31,1.36,1.72,2.33,1,1.5,2,9.77,9.62,2.81,3.54,14.69,15,4.76,4.54,45.23,44.96,10.69,9.77,H
2.11,1.47,1.36,0.92,1.33,2.33,1.67,0.75,1.48,0.72,1,1.67,1.5,0.67,1.36,1.44,0.67,0.67,1.17,1.5,10.38,8.23,3.54,2.46,13.73,14.27,4.35,5.19,46,45.08,9.5,10.19,D
5.58,0.51,2.12,0.96,2,0,2.42,0.67,1.96,0.76,1.33,0.33,2.25,0.67,0.72,1.76,0.67,3,0.42,2.08,14.19,8.77,4.96,2.81,11.81,11.58,4.2,4.65,54.04,45.81,11.38,11.08,H
1.05,2.39,0.8,0.92,1.33,1,1.08,0.73,0.76,1,1,1.33,1,0.82,1.36,1.44,1.33,1.33,1.25,1.55,10.12,12.35,3.08,3.38,13.35,13.38,4.12,4.76,39.81,53.46,11.62,11,A
5.74,2.95,1.68,1.24,1,1.33,2.42,0.67,1.84,1.12,2,1,2.58,0.67,1.36,1.6,2,2,1.08,1.92,16.65,9.19,6.52,3.04,10.38,14.73,3.54,5.08,62.73,44.81,10.27,12.5,H
